Class,Gender,Age,Institute,Department,Students ID,Academic year,Nationality,psychological factor,Teachers factor,eco_status of fam,Family size,Family satisfaction,Accomodation,Institutional factor,Father education,Mother education,Father job,Mother job,Location_student,No of absence,Credit hour,CGPA,Grade
Medium,F,25,college of business& Economics,Economics,RBE/020/09,2009,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.72 ,Medium
Medium,F,25,college of social science,Geography and Environmental Studies,RSSH/019/11,2011,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.55 ,Medium
Low,F,25,college of social science,Geography and Environmental Studies,RSSH/018/10,2010,Ethiopian,Low,<=5,mid_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.45 ,Low
Low,F,25,college of social science,Sociology and Social Anthropology,RSSH/011/09,2009,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,2.49 ,Low
Medium,F,25,College of Natural science,Statistics,RNS/011/10,2010,Ethiopian,Medium,<=5,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,2.79 ,Medium
Low,F,25,college of business& Economics,Management,RBE/019/09,2009,Ethiopian,Low,<=5,mid_middle class,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,urban,Above-7,180,2.45 ,Low
Low,F,25,college of agriculture,Animal Science,RAS/016/11,2011,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,2.31 ,Low
Medium,F,25,College of Natural science,Industrial Chemistry,RNS/565/08,2008,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,rural,Above-7,180,2.90 ,Medium
Medium,F,25,SPEDA,Adult Education and Community Development,RSSH/020/11,2011,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.64 ,Medium
Medium,M,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/037/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,3.24 ,Medium
Medium,M,25,College of health & medicine,Medical Laboratory Science,RMHS/005/09,2009,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,180,2.87 ,Medium
Medium,M,25,college of business& Economics,Economics,RBE/029/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,180,3.21 ,Medium
Medium,M,25,college of social science,Logistics and Supply Chain Management,RBE/033/10,2010,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Under-7,180,2.83 ,Medium
High,M,25,college of business& Economics,Business Administration and Information Systems,RBE/035/10,2010,Ethiopian,High,<=5,mid_middle class,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,3.84 ,High
Medium,M,25,college of social science,Logistics and Supply Chain Management,RBE/030/11,2010,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,3.43 ,Medium
Medium,M,25,SPEDA,Psychology,RSSH/014/09,2009,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,2.97 ,Medium
Medium,M,25,college of business& Economics,Finance and Development Economics,RBE/036/10,2010,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,rural,Above-7,180,2.68 ,Medium
Medium,M,25,college of business& Economics,Cooperative Accounting and Auditing,RBE/034/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,2.92 ,Medium
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/033/07,2007,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,2.53 ,Medium
Medium,M,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/034/07,2007,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,3.69 ,Medium
Low,M,25,College of health & medicine,Nursing,RMHS/009/07,2007,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,college,secodary,civil servant,house wife,urban,Under-7,180,2.46 ,Low
Medium,M,25,College of health & medicine,Anesthesia,RMHS/011/10,2010,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,180,3.00 ,Medium
Medium,M,25,college of social science,Civics and Ethical Studies,RSSH/022/11,2011,Ethiopian,Medium,<=5,poor,>3,no,dormatory,never,primary,primary,farmer,house wife,rural,Above-7,180,2.99 ,Medium
High,M,25,College of Natural science,Mathematics,RNS/027/11,2011,Ethiopian,High,<=5,low_middle class,<=3,no,dormatory,never,primary,high school,farmer,house wife,rural,Above-7,180,3.71 ,High
Low,F,25,college of business& Economics,Finance and Development Economics,RBE/022/09,2009,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,college,farmer,civil servant,rural,Above-7,180,2.41 ,Low
High,M,25,college of business& Economics,Finance and Development Economics,RBE/023/09,2008,Ethiopian,High,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,180,3.98 ,High
Medium,M,25,College of Natural science,Biological Science Laboratory Technology,RNS/026/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,157  ,3.30 ,Medium
Medium,M,25,college of business& Economics,Economics,RBE/037/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,2.85 ,Medium
Medium,M,25,College of Natural science,Biology,RNS/017/09,2012,Ethiopian,Medium,>=6,low_middle class,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,3.47 ,Medium
High,M,25,College of health & medicine,Medical Laboratory Science,RMHS/110/08,2012,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,3.71 ,High
Medium,M,25,College of Natural science,Sport Science,RNS/018/09,2013,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,181  ,2.52 ,Medium
Low,M,25,AMIT,Computer Science,RAMIT/1620/07,2007,Ethiopian,Low,>=6,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,180  ,2.32 ,Low
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/036/07,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,merchant,house wife,urban,Under-7,254  ,2.64 ,Medium
Medium,F,25,college of business& Economics,Accounting and Finance,RBE/032/11,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,181  ,2.84 ,Medium
Medium,F,25,college of social science,Civics and Ethical Studies,RSSH/015/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.72 ,Medium
Medium,F,25,college of social science,Logistics and Supply Chain Management,RBE/024/08,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.68 ,Medium
Medium,M,25,college of business& Economics,Economics,RBE/039/10,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,Medium,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.58 ,Medium
Low,M,25,college of agriculture,Natural Resources Management,RAS/006/10,2010,Ethiopian,Low,<=5,poor,<=3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,180  ,2.03 ,Low
Low,M,25,college of business& Economics,Finance and Development Economics,RBE/040/10,2010,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,always,secondary,primary,merchant,civil servant,rural,Under-7,181  ,2.13 ,Low
Low,M,25,college of business& Economics,Management,RBE/038/10,2013,Ethiopian,Low,<=5,poor,>3,no,dormatory,always,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.23 ,Low
Low,M,25,AMIT,Computer Science,RAMIT/2300/08,2013,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,254  ,2.35 ,Low
Medium,M,25,college of business& Economics,Economics,RBE/027/09,2013,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,181  ,2.55 ,Medium
Medium,M,25,College of Natural science,Chemistry,RNS/025/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.86 ,Medium
Medium,M,25,college of social science,English Language and Literature,RSSH/017/09,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,3.15 ,Medium
Medium,M,25,college of business& Economics,Finance and Development Economics,RBE/042/10,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,180  ,3.21 ,Medium
Medium,M,25,AUWT,Water Resources and Irrigation Engineering,RAMIT/037/07,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,181  ,3.14 ,Medium
Medium,M,25,college of agriculture,Animal Science,RAS/007/10,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,181  ,2.99 ,Medium
Medium,M,25,College of Natural science,Bio-technology,RNS/024/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,farmer,house wife,urban,Above-7,181  ,3.23 ,Medium
Medium,M,25,college of business& Economics,Finance and Development Economics,RBE/025/09,2013,Ethiopian,Medium,>=6,poor,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,181  ,2.94 ,Medium
Medium,M,25,college of business& Economics,Accounting and Finance,RBE/026/09,2013,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,181  ,3.09 ,Medium
Medium,M,25,College of Natural science,Geology,RNS/015/10,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,181  ,2.94 ,Medium
High,M,25,College of Natural science,Biology,RNS/021/10,2012,Ethiopian,High,>=6,poor,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,urban,Above-7,181  ,3.66 ,High
Medium,M,25,college of social science,Sociology and Social Anthropology,RSSH/024/11,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.23 ,Medium
Medium,M,25,college of social science,Sociology and Social Anthropology,RSSH/016/09,2009,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.05 ,Medium
High,M,25,College of Natural science,Sport Science,RNS/016/10,2013,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,181  ,3.87 ,High
Medium,M,25,college of social science,Sociology and Social Anthropology,RSSH/023/11,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,degree,primary,civil servant,house wife,rural,Above-7,181  ,3.35 ,Medium
Low,M,25,college of social science,Ethiopian Languages and Literature - Gofigna,RSSH/888/10,2013,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,181  ,2.45 ,Low
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/038/08,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,urban,Above-7,180  ,3.01 ,Medium
Medium,M,25,College of health & medicine,MEDICINE,RMHS/013/06,2006,Ethiopian,Medium,>=6,poor,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.23 ,Medium
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/039/08,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,college,secodary,civil servant,house wife,rural,Under-7,181  ,2.97 ,Medium
High,M,25,College of health & medicine,Public Health,RMHS/006/09,2012,Ethiopian,High,<=5,poor,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.95 ,High
Low,M,25,AMIT,Electrical and Computer Engineering,RAMIT/040/08,2013,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.41 ,Low
High,M,25,college of business& Economics,Management,RBE/035/11,2013,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.75 ,High
Medium,M,25,College of Natural science,Sport Science,RNS/019/10,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,254  ,3.19 ,Medium
Medium,M,25,AUWT,Water Resources and Irrigation Engineering,RAMIT/039/07,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,254  ,2.92 ,Medium
Medium,M,25,College of Natural science,Statistics,RNS/018/10,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Above-7,181  ,2.65 ,Medium
High,M,25,College of Natural science,Biology,RNS/020/10,2012,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,181  ,3.84 ,High
High,M,25,AMIT,Electromechanical Engineering (Sawla Campus),RAMIT/041/09,2013,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,degree,secodary,civil servant,house wife,rural,Above-7,254  ,3.87 ,High
Medium,M,25,AMIT,Production Engineering,RAMIT/041/08,2013,Ethiopian,Medium,>=6,low_middle class,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.44 ,Medium
Medium,M,25,college of business& Economics,Accounting and Finance,RBE/041/10,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,180  ,2.89 ,Medium
Medium,M,25,AMIT,Mechanical Engineering,RAMIT/042/09,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180  ,3.43 ,Medium
High,M,25,college of agriculture,Tourism and Hotel Management,RBE/034/11,2013,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Under-7,180  ,3.57 ,High
High,M,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/043/08,2012,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.68 ,High
Medium,M,25,AMIT,Civil Engineering,RAMIT/044/08,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.16 ,Medium
Medium,M,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/040/07,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,3.32 ,Medium
Medium,M,25,AMIT,Civil Engineering,RAMIT/041/07,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,rural,Under-7,181  ,2.86 ,Medium
Medium,M,25,college of business& Economics,Management,RBE/033/11,2013,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.01 ,Medium
High,M,25,College of Natural science,Industrial Chemistry,RNS/021/09,2012,Ethiopian,High,<=5,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.58 ,High
Low,M,25,AMIT,Electrical and Computer Engineering,RAMIT/047/06,2013,Ethiopian,Low,>=6,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,2.40 ,Low
Medium,M,25,college of business& Economics,Accounting and Finance,RBE/024/09,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,college,secodary,civil servant,house wife,rural,Above-7,181  ,2.77 ,Medium
Medium,M,25,college of agriculture,Animal Science,RAS/008/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,181  ,2.39 ,Medium
High,M,25,college of agriculture,Forestry,RAS/009/09,2013,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Under-7,254  ,3.56 ,High
Medium,M,25,College of Natural science,Biology,RNS/020/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,high school,farmer,house wife,urban,Above-7,181  ,3.06 ,Medium
Medium,M,25,college of social science,Ethiopian Languages and Literature - Gofigna,RSSH/954/09,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,college,farmer,civil servant,urban,Above-7,181  ,2.62 ,Medium
Medium,M,25,college of agriculture,Agricultural Economics,RAS/021/11,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Under-7,181  ,3.30 ,Medium
Medium,M,25,college of social science,Geography and Environmental Studies,RSSH/020/10,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,181  ,3.32 ,Medium
Medium,M,25,AUWT,Water Resources and Irrigation Engineering,RAMIT/042/07,2012,Somalian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Above-7,181  ,2.77 ,Medium
Medium,M,25,AMIT,Electromechanical Engineering (Sawla Campus),RAMIT/043/09,2013,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,181  ,2.75 ,Medium
Medium,M,25,AMIT,Civil Engineering (Sawla Campus),RAMIT/044/09,2009,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,rural,Under-7,180  ,3.42 ,Medium
Medium,M,25,College of health & medicine,Radiology,RMHS/007/09,2007,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,3.14 ,Medium
Medium,F,25,college of social science,Ethiopian Languages and Literature - Gamogna,RSSH/021/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,college,secodary,civil servant,house wife,rural,Above-7,181  ,2.95 ,Medium
Low,F,25,college of agriculture,Horticulture,RAS/024/11,2011,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,degree,secodary,merchant,house wife,rural,Above-7,180  ,2.38 ,Low
Medium,F,25,AUWT,Meteorology and Hydrology,RNS/026/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.83 ,Medium
Medium,F,25,AUWT,Water Supply and Environmental Engineering,RAMIT/043/07,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.21 ,Medium
Medium,F,25,college of social science,Sociology and Social Anthropology,RSSH/020/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.19 ,Medium
High,F,25,college of agriculture,Agribusiness and Value Chain Management,RAS/008/10,2013,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.56 ,High
Medium,F,25,college of social science,Ethiopian Languages and Literature - Amharic,RSSH/021/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.60 ,Medium
Medium,F,25,college of social science,Ethiopian Languages and Literature - Gofigna,RSSH/889/10,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,secondary,primary,merchant,civil servant,rural,Under-7,180  ,3.00 ,Medium
Low,F,25,College of Natural science,Physics,RNS/022/10,2013,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180  ,2.43 ,Low
Medium,F,25,college of agriculture,Plant Science,RAS/010/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.95 ,Medium
Medium,F,25,SPEDA,Adult Education and Community Development,RSSH/019/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.61 ,Medium
Low,F,25,college of agriculture,Animal Science,RAS/011/09,2013,Ethiopian,Low,>=6,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,254  ,2.23 ,Low
Low,F,25,college of business& Economics,Business Administration and Information Systems,RBE/043/10,2013,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.25 ,Low
Medium,F,25,College of Natural science,Chemistry,RNS/030/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180  ,2.93 ,Medium
Medium,F,25,college of business& Economics,Business Administration and Information Systems,RBE/044/10,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,180  ,2.53 ,Medium
High,F,25,college of business& Economics,Management,RBE/037/11,2013,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Above-7,181  ,3.84 ,High
Low,F,25,SPEDA,Adult Education and Community Development,RSSH/025/11,2013,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,degree,secodary,civil servant,house wife,rural,Above-7,180  ,2.11 ,Low
High,F,25,AMIT,Mechanical Engineering,RAMIT/045/08,2013,Ethiopian,High,<=5,poor,>3,no,dormatory,never,secondary,secodary,farmer,house wife,urban,Above-7,180  ,3.56 ,High
Medium,F,25,college of agriculture,Forestry,RAS/009/10,2013,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180  ,2.69 ,Medium
Low,F,25,college of social science,Ethiopian Languages and Literature - Amharic,RSSH/018/09,2013,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.43 ,Low
Medium,F,25,college of agriculture,Animal Science,RAS/025/11,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,primary,farmer,house wife,rural,Under-7,181  ,2.56 ,Medium
Medium,F,25,College of Natural science,Statistics,RNS/028/11,2013,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Under-7,181  ,3.47 ,Medium
Medium,F,25,college of agriculture,Rural Development and Agricultural Extension,RAS/012/09,2013,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.60 ,Medium
High,F,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/046/09,2013,Ethiopian,High,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.52 ,High
Medium,F,25,College of Natural science,Forensic Chemistry and Toxicology,RNS/029/09,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,rural,Under-7,181  ,2.66 ,Medium
Medium,F,25,AMIT,Electrical and Computer Engineering,RAMIT/044/07,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.11 ,Medium
Medium,F,25,College of Natural science,Forensic Chemistry and Toxicology,RNS/032/09,2013,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,181  ,2.69 ,Medium
Medium,F,25,College of Natural science,Forensic Chemistry and Toxicology,RNS/025/10,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.29 ,Medium
Low,F,25,college of agriculture,Tourism and Hotel Management,RBE/045/10,2013,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,college,secodary,civil servant,house wife,urban,Under-7,181  ,2.28 ,Low
Low,M,25,College of Natural science,Bio-technology,RNS/033/09,2013,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,254  ,2.38 ,Low
Low,F,25,college of agriculture,Horticulture,RAS/027/11,2013,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.18 ,Low
Medium,F,25,AMIT,Computer Science,RAMIT/033/10,2013,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,3.36 ,Medium
Low,F,25,college of social science,Civics and Ethical Studies,RSSH/022/10,2013,Ethiopian,Low,<=5,poor,<=3,yes,dormatory,never,primary,secodary,farmer,house wife,urban,Above-7,180  ,2.39 ,Low
Medium,F,25,college of social science,Civics and Ethical Studies,RSSH/022/09,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,rural,Above-7,254  ,3.28 ,Medium
Low,F,25,college of agriculture,Forestry,RAS/026/11,2012,Ethiopian,Low,<=5,low_middle class,<=3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.36 ,Low
Medium,F,25,college of business& Economics,Accounting and Finance,RBE/038/11,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180  ,3.27 ,Medium
Low,F,25,AMIT,Computer Science,RAMIT/1736/09,2012,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.43 ,Low
Low,F,25,college of business& Economics,Accounting and Finance,RBE/029/09,2012,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.24 ,Low
Low,F,25,College of Natural science,Mathematics,RNS/034/09,2012,Ethiopian,Low,>=6,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,181  ,2.41 ,Low
Low,M,25,college of social science,Geography and Environmental Studies,RSSH/023/10,2012,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180  ,2.09 ,Low
